"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Nov 06 20:12:06 GMT 2022","Sun Nov 06 20:12:07 GMT 2022","1366","chromium","example.spec.ts","","","","homepage has title and links to intro page",""
